docid,title,author,inferred_date,pages_fic,pct_fic,totalpages
nyp.33433075798169,The memoirs of Charles Westcote,<blank>,1807,327,0.95,346
nyp.33433087270843,Telemachus,"Fénelon, François de Salignac de La Mothe-,",1807,454,0.96,474
uiuo.ark+=13960=t3nw03q42,The bandit's bride;,"Stanhope, Louisa Sidney.",1807,267,0.97,276
njp.32101064790809,The bandit's bride;,"Stanhope, Louisa Sidney.",1807,248,0.95,260
uiuo.ark+=13960=t0ns1cv4p,The barouche driver and his wife,"Sedley, Charles,",1807,178,0.9,198
uiuo.ark+=13960=t5bc49403,The Convent of Notre Dame,<blank>,1807,262,0.93,282
uiuo.ark+=13960=t2h711v1w,The discarded son;,"Roche, Regina Maria,",1807,316,0.96,330
uiuo.ark+=13960=t8v98r53p,Feudal tyrants;,"Lewis, M. G.",1807,309,0.95,326
uiuo.ark+=13960=t5w671c7p,The friar Hildargo,"Mortimer, Edward,",1807,228,0.92,248
uiuo.ark+=13960=t7dr3cg9b,George the third,"Mangin, Edward,",1807,235,0.96,246
uiuo.ark+=13960=t71v64v75,"The infidel mother: or, Three winters in London","Sedley, Charles,",1807,253,0.86,294
uiuo.ark+=13960=t2b85x205,The mask of fashion;,"Surr, T. S.",1807,236,0.82,288
uiuo.ark+=13960=t3bz6ss4d,The mysterious wanderer,"Reeve, Sophia.",1807,260,0.94,278
uiuo.ark+=13960=t5z615f3n,The soldier's family,"Ormsby, Anne.",1807,413,0.97,426
uiuo.ark+=13960=t4rj5439g,A summer at Brighton,"Young, Mary Julia.",1807,267,0.95,280
uiuo.ark+=13960=t6c25jh56,Theodore,<blank>,1807,351,0.96,366
njp.32101038171995,All the blocks!,"Ireland, W. H.",1807,53,0.49,108
njp.32101068353554,The pastor's daughter,"Kotzebue, August von,",1807,294,0.94,312
njp.32101068353547,The pastor's daughter,"Kotzebue, August von,",1807,237,0.93,256
njp.32101068353539,The pastor's daughter,"Kotzebue, August von,",1807,212,0.91,232
njp.32101068353521,The pastor's daughter,"Kotzebue, August von,",1807,252,0.93,272
uc2.ark+=13960=t0js9hz58,"The house that Jack built, a game of forfeits",<blank>,1807,16,0.53,30
hvd.hn2hf3,"The twin sisters; or, The advantages of religion",<blank>,1807,205,0.91,226
hvd.hxjhxx,"A present for an apprentice, or, A sure guide to esteem and wealth","Barnard, John,",1807,81,0.44,184
hvd.hn2tj4,Human beings,"Lathom, Francis,",1807,290,0.98,295
uva.x000677048,The works of Francis Rabelais,"Rabelais, François,",1807,338,0.94,358
dul1.ark+=13960=t3dz14r97,A winter in Bath,"Bayfield, E. G.,",1807,297,0.95,312
mdp.39015063976966,Queenhoo-hall,"Strutt, Joseph,",1808,251,0.89,281
uc2.ark+=13960=t7xk8888r,Queenhoo-hall,"Strutt, Joseph,",1808,242,0.92,264
uc2.ark+=13960=t5db80k8v,The works of Henry Mackenzie,"Mackenzie, Henry,",1808,373,0.88,422
mdp.39076006602259,The works of Henry Mackenzie,"Mackenzie, Henry,",1808,354,0.97,366
mdp.39015016437736,The works of Henry Mackenzie,"Mackenzie, Henry,",1808,210,0.51,414
uc1.b3288018,The works of Henry Mackenzie,"Mackenzie, Henry,",1808,171,0.42,412
uc2.ark+=13960=t4cn7278b,The works of Henry Mackenzie,"Mackenzie, Henry,",1808,260,0.6,436
mdp.39015073763644,Marcus Flaminius;,"Knight, Ellis Cornelia,",1808,317,0.94,338
mdp.39015064001236,Sketches of character,<blank>,1808,288,0.94,305
mdp.39015067084635,Asmodeus;,"Sedley, Charles,",1808,203,0.95,214
hvd.hwkd81,Romantic tales,"Lewis, M. G.",1808,578,0.86,672
uiuo.ark+=13960=t3st83j7v,Romantic tales,"Lewis, M. G.",1808,327,0.92,354
nyp.33433074874284,Romantic tales,"Lewis, M. G.",1808,217,0.72,300
uiuo.ark+=13960=t2b85s51b,Romantic tales,"Lewis, M. G.",1808,307,0.91,338
uc2.ark+=13960=t4jm24t26,"Royal intrigues, or, Secret memoirs of four princesses","Hurstone, J. P.",1808,147,0.76,194
uc1.b3321305,An antidote to the miseries of human life,"Beresford, James,",1808,128,0.82,156
uiuo.ark+=13960=t4hm5mv1s,The private history of the court of England,"Green, Sarah.",1808,175,0.55,320
uiuo.ark+=13960=t3417b08v,The knights,"Dallas, Robert Charles,",1808,288,0.94,308
nyp.33433074951652,The knights,"Dallas, Robert Charles,",1808,274,0.94,292
nyp.33433075724918,The sorrows of Werter;,"Goethe, Johann Wolfgang von,",1808,194,0.92,212
nyp.33433074910211,Tales of the passions;,"Moore, George,",1808,434,0.97,446
uiuo.ark+=13960=t0pr81z2j,"The atrocities of a convent, or, The necessity of thinking for ourselves",Citizen of the world.,1808,219,0.92,238
uiuo.ark+=13960=t22b9mp83,The exile of Erin,"Gunning,",1808,295,0.96,306
uiuo.ark+=13960=t9x06cv0p,Geraldine Fauconberg,"Burney, Sarah Harriet,",1808,292,0.95,306
uiuo.ark+=13960=t3st87x1j,Herbert-Lodge,"Warner,",1808,215,0.9,240
uiuo.ark+=13960=t5v705989,The man of sorrow;,"Hook, Theodore Edward,",1808,269,0.96,280
uiuo.ark+=13960=t75t4586m,"The Master passion; or, The history of Frederick Beaumont",<blank>,1808,308,0.92,334
uiuo.ark+=13960=t5k93r938,Tales of the passions,"Moore, George,",1808,430,0.97,444
uiuo.ark+=13960=t04x5xf7m,A winter in Dublin,"Sedley, Charles,",1808,222,0.85,262
njp.32101067174381,A winter in Dublin,"Sedley, Charles,",1808,677,0.91,744
njp.32101064790130,Tales of former times,"St. John, Andrew.",1808,293,0.93,314
njp.32101067634392,The cottagers of Glenburnie,"Hamilton, Elizabeth,",1808,416,0.95,436
njp.32101069157459,Clara,"Cottin,",1808,202,0.93,218
hvd.hn2gie,"The academy; or, A picture of youth","Mackenzie, William,",1808,186,0.9,206
hvd.hw2fy6,The miscellaneous works,"Goldsmith, Oliver,",1808,248,0.91,274
mdp.39015053654920,Tales of fashionable life,"Edgeworth, Maria,",1809,420,0.95,441
mdp.39015053654904,Tales of fashionable life,"Edgeworth, Maria,",1809,391,0.96,406
mdp.39015053654896,Tales of fashionable life,"Edgeworth, Maria,",1809,465,0.96,484
mdp.39015010783804,Don Sebastian,"Porter, Anna Maria,",1809,287,0.96,300
uiuo.ark+=13960=t5h99qx5j,Don Sebastian,"Porter, Anna Maria,",1809,317,0.96,330
nyp.33433074917844,"A series of letters between Mrs. Elizabeth Carter and Miss Catherine Talbot, from the year 1741 to 1770","Carter, Elizabeth,",1809,199,0.48,414
mdp.39015062304632,London characters;,"Sketchwell, Barnaby,",1809,270,0.7,384
mdp.39015063955564,Marmion travestied;,"Pry, Peter,",1809,150,0.41,363
nnc1.0315301125,The novels of Daniel De Foe,"Defoe, Daniel,",1809,259,0.92,282
nnc1.0315301133,The novels of Daniel De Foe,"Defoe, Daniel,",1809,270,0.92,292
nnc1.0315301150,The novels of Daniel De Foe,"Defoe, Daniel,",1809,199,0.74,268
uc1.b3325433,Tales of fashionable life,"Edgeworth, Maria,",1812,416,0.86,484
uc2.ark+=13960=t8ff3qk5c,Marmion travestied,"Hill, Thomas,",1809,144,0.39,366
njp.32101068971447,Emily,"Kett, Henry,",1809,202,0.59,342
uc2.ark+=13960=t6qz25v90,The miscellaneous works of Tobias Smollett;,"Smollett, T.",1809,331,0.46,714
uc2.ark+=13960=t4jm2gv57,A sequel to The antidote to the miseries of human life,"Corp, Harriet.",1809,147,0.76,194
uc2.ark+=13960=t4sj1sc49,"London characters, or, Anecdotes, fashions, and customs, of the present century","Sketchwell, Barnaby,",1809,586,0.79,746
uc1.b3327125,"Coelebs suited; or the opinions and part of the life of Caleb Coelebs, Esq., a distant relation of the late Charles Coelebs, Esq., deceased","Rover, George,",1809,237,0.69,342
njp.32101068166675,John de Lancaster,"Cumberland, Richard,",1809,259,0.83,312
nnc1.cu58501681,"The travels of Humanius, in search of the temple of happiness;","Lucas, William,",1809,218,0.79,276
nnc1.cu58503331,"Man as he is not; or, Hermsprong","Bage, Robert,",1809,246,0.96,256
nyp.33433074909924,Memoirs of a cavalier,"Defoe, Daniel,",1809,234,0.89,262
nyp.33433074922729,"Fragments, in prose and verse","Smith, Elizabeth,",1809,135,0.51,266
uiuo.ark+=13960=t9f481w8n,"Angelo Guicciardini, or, The bandit of the Alps","Francis, Sophia L.",1809,275,0.96,286
uiuo.ark+=13960=t80k2wc85,Emily,"Kett, Henry,",1809,332,0.96,346
uiuo.ark+=13960=t8df73z71,"The English brothers; or, Anecdotes of the Howard family",<blank>,1809,319,0.94,340
uiuo.ark+=13960=t9c54319z,John de Lancaster,"Cumberland, Richard,",1809,294,0.94,312
uiuo.ark+=13960=t4dn4pr0t,Langhton Priory,"Meeke, Mary,",1809,295,0.93,316
uiuo.ark+=13960=t02z1vw6b,Matilda Montfort,"Peregrine, Peter.",1809,231,0.94,246
uiuo.ark+=13960=t9j399s2p,"Modern times, or, Anecdotes of the English family",<blank>,1809,282,0.95,298
njp.32101049431032,Cobbett's complete collection of state trials and proceedings for high treason,"Howell, Thomas Bayly,",1809,287,0.4,714
njp.32101020622096,Twenty-one letters,"Newton, John,",1809,62,0.48,130
njp.32101069157483,Amelia Mansfield,"Cottin,",1809,255,0.94,270
hvd.hxgeza,Celia in search of a husband,"Byron, Medora Gordon.",1809,329,0.96,342
hvd.hwe3la,Simple tales,"Opie, Amelia Alderson,",1809,352,0.96,368
hvd.hxg9xt,"Merrie conceited jests, of George Peele gentleman, sometimes student in Oxford","Peele, George,",1809,29,0.63,46
uc1.b3546667,The borough;,"Crabbe, George,",1810,139,0.35,398
mdp.39015065801287,"Chevalier de Versenai, a novel","Dorat, Claude Joseph,",1810,272,0.9,302
uc2.ark+=13960=t6tx35s35,Letters of Charlotte,<blank>,1810,215,0.93,232
uc2.ark+=13960=t8v983g9r,Tales;,"Stockdale, John Joseph,",1810,393,0.94,420
uc2.ark+=13960=t50g3x155,Elegant extracts,<blank>,1810,150,0.49,308
umn.31951001523191a,"An illustration of the Egyptian, Grecian, and Roman costume;","Baxter, Thomas,",1810,63,0.59,106
nnc1.0040259374,"The unpublished correspondence of Madame du Deffand with d'Alembert, Montesquieu, the President Hénault, the Duchess du Maine, Mesdames de Staal, de Choiseul, the Marquis d'Argens, the Chevalier D'Aydie, &c","Du Deffand, Marie de Vichy Chamrond,",1810,195,0.46,428
nnc1.0112947555,"Pindar of Wakefield; or, The history and exploits of G.A. Green, fellow champion and competitor with Robin Hood",<blank>,1810,33,0.45,74
nnc1.0315302636,"Amatory tales of Spain, France, Switzerland, and the Mediterranean","Scott, Honoria.",1810,237,0.92,258
nyp.33433068271737,"Cheap repository tracts: entertaining, moral, and religious",<blank>,1810,307,0.68,452
nyp.33433087336461,Elegant extracts,<blank>,1810,230,0.75,306
nyp.33433076095037,The beauties of Sterne;,"Sterne, Laurence,",1810,138,0.48,288
nyp.33433081563516,The British novelists;,<blank>,1810,372,0.94,396
nyp.33433074865290,"The bard, or, The towers of Morven","Jones, E.",1810,164,0.93,176
uiuo.ark+=13960=t7br98r5d,"The adulteress ; or, anecdotes of two noble families",<blank>,1810,293,0.94,312
uiuo.ark+=13960=t6c25m129,"Cambrian pictures, or, Every one has errors","Hatton, Ann Julia (Kemble)",1810,280,0.9,310
uiuo.ark+=13960=t2b85v820,The daughters of Isenberg: a Bavarian romance,"Palmer, Alicia Tindal.",1810,315,0.94,336
uiuo.ark+=13960=t80k31088,"Euphronia, or The captive","Norris,",1810,209,0.92,226
uiuo.ark+=13960=t7tm7k25c,Forest of Montalbano,"Cuthbertson, Catherine.",1810,457,0.97,470
uiuo.ark+=13960=t2891wf6s,"The grey friar, and the black spirit of the Wye","English, John,",1810,279,0.97,288
uiuo.ark+=13960=t4gm8qn8j,"Madness the rage; or, Memoirs of a man without a name",<blank>,1810,180,0.73,246
uiuo.ark+=13960=t1vd7jt2z,The miseries of an heiress,"Holstein, Anthony Frederick,",1810,289,0.96,300
uiuo.ark+=13960=t3dz0t97b,"The officer's daughter; or, A visit to Ireland in 1790","Walsh,",1810,224,0.89,252
uiuo.ark+=13960=t78s5bv2b,A Suffolk tale;,"Roche, John Hamilton.",1810,214,0.92,232
uiuo.ark+=13960=t3rv15x6h,Tales of real life,"Edgeworth, Maria,",1810,202,0.94,214
njp.32101068163581,The daughter,<blank>,1810,232,0.9,258
njp.32101068604006,A sentimental journey through France and Italy,"Sterne, Laurence,",1810,250,0.93,268
njp.32101069157418,Malvina,"Cottin,",1810,234,0.92,254
njp.32101069157400,Malvina,"Cottin,",1810,246,0.92,266
uc2.ark+=13960=t2r49h46v,The adventures of Cinderella,<blank>,1810,10,0.5,20
uc2.ark+=13960=t5n874m25,The History of little King Pippin,<blank>,1810,27,0.84,32
hvd.hxjrte,"A New edition of the Old Joe Miller, or, Universal Jester",<blank>,1810,57,0.79,72
mdp.39015056033494,The missionary,"Morgan,",1811,229,0.94,243
mdp.39015063758430,The works of William Mason,"Mason, William,",1811,269,0.62,432
mdp.39015063758448,The works of William Mason,"Mason, William,",1811,236,0.78,302
mdp.39015073310586,"Memoirs of Captain George Carleton, an English officer;","Defoe, Daniel,",1811,150,0.94,160
mdp.39015021233401,The empire of the Nairs;,"Lawrence, James Henry,",1811,260,0.93,280
mdp.39015074634620,The works of the right honourable Joseph Addison,"Addison, Joseph,",1811,179,0.34,532
mdp.39015065770755,Mémoires du Prince Eugène de Savoie,"Ligne, Charles Joseph,",1811,177,0.83,213
uc1.b3548239,"Despotism: or, The fall of the Jesuits","Disraeli, Isaac,",1811,244,0.94,260
uc2.ark+=13960=t5fb57z7c,The Arabian nights entertainments,<blank>,1811,340,0.71,482
uiuo.ark+=13960=t83j3r55b,"Beauford, or, A picture of high life","Card, Henry.",1811,274,0.8,342
uiuo.ark+=13960=t25b0k68x,"The countess and Gertrude; or, Modes of discipline","Hawkins, Laetitia Matilda,",1811,329,0.77,428
uc1.b3326182,Thinks I-to-myself;,"Nares, Edward,",1811,218,0.9,242
nnc1.0315059251,Sketches of the manners and customs of the Mosquito Indians,"Henderson,",1811,40,0.45,88
nyp.33433075832836,Letters of Madame de Sévigné to her daughter and her friends,"Sévigné, Marie de Rabutin-Chantal,",1811,192,0.53,360
uiuo.ark+=13960=t2h70pm8m,"The black banner, or, The siege of Clagenfurth",<blank>,1811,495,0.86,574
uiuo.ark+=13960=t9d516b21,Brighton in an uproar;,"Moriarty, Henrietta Maria.",1811,241,0.96,252
uiuo.ark+=13960=t7rn3p17b,Cottage dialogues among the Irish peasantry,"Leadbeater, Mary,",1811,272,0.74,368
uiuo.ark+=13960=t6vx1105q,"Fatherless Fanny; or, The memoirs of a little mendicant and her benefactors","Reeve, Clara,",1811,212,0.93,228
njp.32101066459882,Frederick de Montford,"Goulburn, Edward,",1811,762,0.99,772
uiuo.ark+=13960=t04x5pc89,"Gotha, or Memoirs of the Wurtzburg family, founded on facts",<blank>,1811,308,0.96,320
uiuo.ark+=13960=t97663t4q,"The inhabitants of Earth, or, The follies of woman","Holstein, Anthony Frederick,",1811,235,0.95,248
uiuo.ark+=13960=t49p3jr5m,Julia de Vienne,Lady.,1811,214,0.9,238
uiuo.ark+=13960=t9w09nn61,Like master like man,"Palmer, John,",1811,286,0.93,308
uiuo.ark+=13960=t6c25596f,"The metropolis, or, A cure for gaming ;","Barrett, Eaton Stannard,",1811,698,0.93,748
uiuo.ark+=13960=t9r21h94b,"The mountain chief, or, The descendant of William Tell, the deliverer of Switzerland",<blank>,1811,242,0.97,250
uiuo.ark+=13960=t4th96q76,"The mysterious hand, or, Subterranean Horrours!","Crandolph, Augustus Jacob.",1811,180,0.78,232
uiuo.ark+=13960=t1bk22952,"An old family legend, or, One husband and two marriages","Brewer, James Norris,",1811,195,0.91,214
uiuo.ark+=13960=t62527c87,Rhydisel,<blank>,1811,247,0.88,280
uiuo.ark+=13960=t6543c86j,Rosalie,"Rhodes, Henrietta.",1811,221,0.96,230
uiuo.ark+=13960=t5v701797,The sons of Altringham;,"Palmer, Alicia Tindal,",1811,401,0.95,420
uiuo.ark+=13960=t49p39n8t,"The spirit of ""The book;"" or, Memoirs of Caroline Princess of Hasburgh","Ashe, Thomas,",1811,239,0.96,248
uiuo.ark+=13960=t50g49r8z,"The times, a novel",<blank>,1811,186,0.91,204
uiuo.ark+=13960=t3ws98c3q,"Virginia; or, The peace of Amiens","Parker, Emma,",1811,386,0.96,404
njp.32101072790536,"A winter in Paris; or, Memoirs of Madame de C****","C.,",1811,222,0.93,238
uiuo.ark+=13960=t7tm7wf13,"A winter in Paris; or, Memoirs of Madame de C****","C.,",1811,231,0.94,246
hvd.hxkelx,Self-control,"Brunton, Mary,",1811,308,0.96,322
hvd.hxg8pq,Tales of the passions,"Moore, George,",1811,459,0.96,476
hvd.hw3a9r,The history of Amelia,"Fielding, Henry,",1811,305,0.92,330
mdp.39015063977220,Cava of Toledo;,"Stuart, Augusta Amelia.",1812,246,0.92,267
uc2.ark+=13960=t0qr4qf0x,St. Clair;,"Morgan,",1812,213,0.92,232
mdp.39015063944352,St. Clair;,"Morgan,",1812,458,0.95,483
uc2.ark+=13960=t88g8m094,Thomas of Reading,"Deloney, Thomas,",1812,124,0.94,132
njp.32101066755040,Traits of nature,"Burney, Sarah Harriet,",1812,357,0.95,374
mdp.39015063869286,"The miscellaneous works of Oliver Goldsmith, M.B","Goldsmith, Oliver,",1812,202,0.47,426
mdp.39015070295814,Popular romances,"Weber, Henry William,",1812,598,0.86,698
uiuo.ark+=13960=t9f485w89,Tales of fashionable life,"Edgeworth, Maria,",1812,411,0.95,434
uiuo.ark+=13960=t9668zn86,Tales of fashionable life,"Edgeworth, Maria,",1812,384,0.96,402
uiuo.ark+=13960=t7jq1gs3v,Tales of fashionable life,"Edgeworth, Maria,",1812,381,0.94,404
uc1.b3321460,Self-indulgence,"Bury, Charlotte Campbell,",1812,240,0.95,252
nnc1.0315131394,The Milesian chief. A romance,"Maturin, Charles Robert,",1812,219,0.9,244
nyp.33433069632945,Tales of the East,"Weber, Henry,",1812,561,0.97,576
nyp.33433069632952,Tales of the East,"Weber, Henry,",1812,776,0.97,796
nyp.33433069632960,Tales of the East,"Weber, Henry,",1812,793,0.96,826
uiuo.ark+=13960=t5z615j7x,The confessional of Valombre,"Stanhope, Louisa Sidney.",1812,272,0.93,292
uiuo.ark+=13960=t5m90s59z,Crim. con,"Moriarty, H. M.",1812,228,0.96,238
uiuo.ark+=13960=t3qv4352q,"I says, says I;","Nares, Edward,",1812,205,0.81,252
uiuo.ark+=13960=t45q5ks5b,The loyalists,"West,",1812,364,0.96,380
uiuo.ark+=13960=t2t446x08,"Malcolm Douglas, or, The Sibylline prophecy",<blank>,1812,224,0.92,244
uiuo.ark+=13960=t1bk2141g,"Substance and shadow; or, The fisherman's daughters of brighten",<blank>,1812,482,0.96,502
uiuo.ark+=13960=t9t15n057,"Temper ; or, Domestic scenes","Opie, Amelia.",1812,323,0.96,338
uiuo.ark+=13960=t0jt09n5p,Things by their right names,<blank>,1812,268,0.9,298
njp.32101068141827,The virtuous wife;,"Leverland, Gervase C.",1812,142,0.77,184
njp.32101068176419,Notoriety,"Castigator, pseud.",1812,234,0.94,250
njp.32101077790861,Tales of the East,"Weber, Henry William,",1812,562,0.87,646
njp.32101077790879,Tales of the East,"Weber, Henry William,",1812,766,0.96,800
hvd.hw2f4p,The mirror of amusement,<blank>,1812,402,0.86,466
dul1.ark+=13960=t9b57fb70,The spirit of the spirit,"Ashe, Thomas,",1812,38,0.7,54
mdp.39015059389588,The heroine,"Barrett, Eaton Stannard,",1813,239,0.9,266
uiuo.ark+=13960=t6j10dg00,"Demetrius, a Russian romance",<blank>,1813,160,0.58,276
uc1.b3575739,"Pamela, or Virtue rewarded;","Richardson, Samuel,",1813,595,0.98,606
uc2.ark+=13960=t3cz38c6z,The life of Pill Garlick;,"Temple, Edmond.",1813,360,0.93,386
nyp.33433004999748,Tales,"Crabbe, George,",1813,105,0.42,252
uc2.ark+=13960=t6j100k2b,"A father's advice to his daughter; or, Instructive narratives from real life","Bouilly, Jean Nicolas,",1813,292,0.9,326
uiuo.ark+=13960=t25b0fv2w,Adelaide,"Cuthbertson, Catherine.",1813,430,0.97,444
uiuo.ark+=13960=t09w1328x,Aretas,"Parker, Emma.",1813,351,0.96,364
uiuo.ark+=13960=t88g98n6f,"The castle of Strathmay; or, Scenes in the North","Scott, Honoria.",1813,186,0.9,206
uiuo.ark+=13960=t0sq9gk7c,The history of myself and my friend;,"Plumptre, Anne,",1813,318,0.97,328
uiuo.ark+=13960=t12n5mx4m,"Jane de Dunstanville, or, Characters as they are","Kelly, Isabella,",1813,227,0.88,258
uiuo.ark+=13960=t9j39d90p,The old school,"Smith, Julia Bernard.",1813,302,0.96,316
uiuo.ark+=13960=t5z61419r,The ordeal;,<blank>,1813,267,0.95,280
njp.32101068164134,The ordeal;,<blank>,1813,738,0.98,750
uiuo.ark+=13960=t3417b19s,The sons of the viscount and the daughters of the earl,"Davenport, Selina.",1813,220,0.93,236
njp.32101013133523,The monastery of St. Columb;,"Roche, Regina Maria,",1813,273,0.95,286
