docid,oldauthor,author,authordate,inferreddate,latestcomp,datetype,startdate,enddate,imprint,imprintdate,contents,genres,subjects,geographics,locnum,oclc,place,recordid,instances,allcopiesofwork,copiesin25yrs,enumcron,volnum,title,parttitle,earlyedition,shorttitle,nonficprob,juvenileprob,first_name,estimated_gender,avg_sentence_count,var_sentence_count,avg_line_count,var_line_count,avg_tokens_per_page,var_tokens_per_page,cap_alpha_freq,genre_tag,lcc_category,full_title,stories_match
mdp.39015039573152,"Humphreys, Henry Noel","Humphreys, Henry Noel",1810-1879.,1856.0,1856.0,s,1856,    ,London;Bell and Daldy;1856.,1856,v.1. The bibliophilist's story: The lost books of Livy. The botanist's story: The crimson drop. The numismatist's story: The pentadrachm of Ptolemy. The English archæeologist's fist story: Discoverers and their persecutors. The surgeon's story: The imperial barber -- v.2. The young painter's story: The student of the Vatican. The biographer's story: The field of May. The Spaniard's story: The auletes (a numismatic anecdote). The archaeologist's second story: The manola of Puerto-de-Santa-Marie.,,,,PZ3.H8883S,5691753.0,enk,780943,1,1.0,1.0,v.1,1.0,Stories by an archaeologist and his friends.,The bibliophilist's story: The lost books of Livy. The botanist's story: The crimson drop. The numismatist's story: The pentadrachm of Ptolemy. The English archæeologist's fist story: Discoverers and their persecutors. The surgeon's story: The imperial barber,True,The bibliophilist's story: The lost books of Livy. The botanist's story: The crimson drop. The numismatist's story: The pentadrachm of Ptolemy. The English archæeologist's fist story: Discoverers and their persecutors. The surgeon's story: The imperial barber,0.2490781966856957,0.0532450808342556,Henry,m,6.86,8.384400000000001,27.11904761904762,17.64455782312925,266.52777777777777,2694.18573633157,1.7,['unknown'],['fiction and juvenile belles lettres'],stories by an archaeologist and his friends. the bibliophilist's story: the lost books of livy. the botanist's story: the crimson drop. the numismatist's story: the pentadrachm of ptolemy. the english archæeologist's fist story: discoverers and their persecutors. the surgeon's story: the imperial barber the bibliophilist's story: the lost books of livy. the botanist's story: the crimson drop. the numismatist's story: the pentadrachm of ptolemy. the english archæeologist's fist story: discoverers and their persecutors. the surgeon's story: the imperial barber,True
mdp.39015039573160,"Humphreys, Henry Noel","Humphreys, Henry Noel",1810-1879.,1856.0,1856.0,s,1856,    ,London;Bell and Daldy;1856.,1856,v.1. The bibliophilist's story: The lost books of Livy. The botanist's story: The crimson drop. The numismatist's story: The pentadrachm of Ptolemy. The English archæeologist's fist story: Discoverers and their persecutors. The surgeon's story: The imperial barber -- v.2. The young painter's story: The student of the Vatican. The biographer's story: The field of May. The Spaniard's story: The auletes (a numismatic anecdote). The archaeologist's second story: The manola of Puerto-de-Santa-Marie.,,,,PZ3.H8883S,5691753.0,enk,780943,1,1.0,1.0,v.2,2.0,Stories by an archaeologist and his friends.,The young painter's story: The student of the Vatican. The biographer's story: The field of May. The Spaniard's story: The auletes (a numismatic anecdote). The archaeologist's second story: The manola of Puerto-de-Santa-Marie,True,The young painter's story: The student of the Vatican. The biographer's story: The field of May. The Spaniard's story: The auletes (a numismatic anecdote). The archaeologist's second story: The manola of Puerto-de-Santa-Marie,0.2999808343245607,0.0499300837828826,Henry,m,6.581967213114754,9.2104944907283,26.768,27.930176000000003,260.356,3636.461264,1.5,['unknown'],['fiction and juvenile belles lettres'],stories by an archaeologist and his friends. the young painter's story: the student of the vatican. the biographer's story: the field of may. the spaniard's story: the auletes (a numismatic anecdote). the archaeologist's second story: the manola of puerto-de-santa-marie the young painter's story: the student of the vatican. the biographer's story: the field of may. the spaniard's story: the auletes (a numismatic anecdote). the archaeologist's second story: the manola of puerto-de-santa-marie,True
uva.x030802237,"Vicar of Heathfield. Jackson, William","Vicar of Heathfield. Jackson, William",,1857.0,1857.0,m,1857,1858,London;J. and C. Mozley;1857-58.,1857-1858,,,Catechisms,,,21632268.0,enk,9783365,1,1.0,1.0,v.1,1.0,Stories and lessons on the catechism with the first-class girls of Forley / | $c: edited by W. Jackson.,,True,Stories and lessons on the catechism with the first-class girls of Forley,0.5229992322831647,0.9493618544218358,William,m,25.23883161512028,135.19210035308984,36.48034188034188,33.815425524143464,371.3555555555556,4417.19665716999,1.8,['unknown'],['unknown'],stories and lessons on the catechism with the first-class girls of forley / | $c: edited by w. jackson.  stories and lessons on the catechism with the first-class girls of forley,True
nyp.33433082452479,"Addison, Henry Robert","Addison, Henry Robert",1805?-1876.,1858.0,1858.0,s,1858,    ,"London;Smith, Elder & Co.;1858.",1858,,,Social life and customs,India,,20079440.0,enk,8641832,1,1.0,1.0,,,Traits and stories of Anglo-Indian life / | $c: by Lieut.-Colonel Addison.,,True,Traits and stories of Anglo-Indian life,0.7096881477074117,0.6467843672704494,Henry,m,12.32404181184669,28.191164151561875,26.20618556701031,51.40765933326248,290.64948453608247,8050.152052998901,1.5,['unknown'],['unknown'],traits and stories of anglo-indian life / | $c: by lieut.-colonel addison.  traits and stories of anglo-indian life,True
nyp.33433082303094,,,,1862.0,1862.0,s,1862,    ,London;1862.,1862,,,Anecdotes|Animals,,,22747693.0,enk,8689161,1,1.0,1.0,,,"Four-footed favourites; or, Stories about pets ...",,True,"Four-footed favourites; or, Stories about pets",0.1976061059658457,0.9829809198905072,,unknown,9.324607329842932,16.690441599736847,27.33678756476684,52.71040833310961,287.65284974093265,8004.817310531826,1.8,['unknown'],['unknown'],"four-footed favourites; or, stories about pets ...  four-footed favourites; or, stories about pets",True
mdp.39015035515629,"Ingelow, Jean","Ingelow, Jean",1820-1897.,1865.0,1865.0,s,1865,    ,London;A. Strahan;1865.,1865,Popular ed. in 1 v.|The cumberers -- My great-aunts's picture -- Dr. Deane's governess -- The stolen treasure -- Emily's ambition.,,,,,22999020.0,enk,108133,1,1.0,1.0,,,Studies for stories from girls' lives.,,True,Studies for stories from girls' lives,0.1417320932634791,0.7513632073382553,Jean,m,8.860113421550095,9.79895726501835,26.90772128060264,14.656268065441676,278.01129943502826,2336.131699064764,1.9,['fiction'],['unknown'],studies for stories from girls' lives.  studies for stories from girls' lives,True
inu.39000003451189,"Craik, Dinah Maria Mulock","Craik, Dinah Maria (Mulock), Mrs",1826-1887.,1867.0,1867.0,s,1867,    ,"London;Smith, Elder;1867.",1867,The last of the Ruthvens.--The Italian's daughter.--The two homes.--Minor trials.--Philip Armytage.--Adelaide.--The old mathematician.--The half-caste.--Miss Letty's experiences.--A bride's tragedy.--'Tis useless trying.--The only son.--The doctor's family.--All for the best.,,,,,2935082.0,enk,6057718,1,1.0,1.0,,,"Domestic stories / | $c: by the author of John Halifax, gentleman, etc. etc. [i.e. D. M. M. Craik].",,True,Domestic stories,0.0540440859483498,0.0193201633483072,Mulock,unknown,19.235751295336787,29.63613117130661,35.274809160305345,32.886311986480976,411.95674300254456,5795.741131376702,1.4,['fiction'],['unknown'],"domestic stories / | $c: by the author of john halifax, gentleman, etc. etc. [i.e. d. m. m. craik].  domestic stories",True
njp.32101073017129,"infante of Castle, Juan Manuel","infante of Castle, Juan Manuel",1282-1347.,1868.0,1868.0,s,1868,    ,Westminster;B.M. Pickering;1868,1868,,,,,PZ1.J87C,3911968.0,enk,248245,1,1.0,1.0,,,"Count Lucanor; | or, The fifty pleasant stories of Patronio, | $c: written by the Prince Don Juan Manuel, A.D. 1335-1347. First done into English from the Spanish, by James York.",,True,"Count Lucanor; or, The fifty pleasant stories of Patronio",0.7454764186233995,0.9663736272534794,Juan,m,9.68,28.59359999999999,28.92490118577075,17.42914277679701,284.1818181818182,2885.7535034135826,5.7,['fiction'],['fiction and juvenile belles lettres'],"count lucanor; | or, the fifty pleasant stories of patronio, | $c: written by the prince don juan manuel, a.d. 1335-1347. first done into english from the spanish, by james york.  count lucanor; or, the fifty pleasant stories of patronio",True
mdp.39015030051604,"Trowbridge, J. T. (John Townsend)","Trowbridge, J. T. (John Townsend)",1827-1916.,1868.0,1868.0,s,1868,    ,"London;Ward, Lock & Tyler;1868",1868,,,,,,66895169.0,enk,780977,1,1.0,1.0,,,Cudjo's cave | [and] The three scouts; two stories of the American civil war. | $c: [By] Trowbridge.,,True,Cudjo's cave [and] The three scouts; two stories of the American civil war,0.1416063604900769,0.0935728988894835,John,m,34.49874686716792,59.52318138705158,39.94334975369458,32.93521439491373,544.4507389162561,10075.902745759422,5.7,['fiction'],['unknown'],cudjo's cave | [and] the three scouts; two stories of the american civil war. | $c: [by] trowbridge.  cudjo's cave [and] the three scouts; two stories of the american civil war,True
uiuo.ark+=13960=t6rx9vq4p,English Watering-Places,English Watering-Places,,1869.0,1869.0,s,1869,    ,London;Tinsley Brothers;1869.,1869,,,,,,56488496.0,enk,8721347,1,1.0,1.0,v.1,1.0,Love stories of the English watering-places,,True,Love stories of the English watering-places,0.3894959943637486,0.0095077540920367,English,unknown,11.349315068493151,19.295787202101707,28.660958904109588,21.61450319009195,230.4794520547945,1729.8728654531808,2.1,['unknown'],['unknown'],love stories of the english watering-places  love stories of the english watering-places,True
njp.32101068585437,"Rossetti, Christina Georgina","Rossetti, Christina Georgina",1830-1894.,1870.0,1870.0,s,1870,    ,London;F.S. Ellis;1870.,1870,Commonplace.--The lost Titian.--Nick.--Hero.--Vanna's twins.--A safe investment.--Pros and cons.--The waves of this troublesome world.,,,,PZ3.R737C,3763714.0,enk,3437301,1,1.0,1.0,,,"Commonplace, and other short stories. | $c: By Christina G. Rossetti ...",,True,"Commonplace, and other short stories",0.0927882930215076,0.0406585176735984,Christina,f,7.476780185758514,11.75410480307489,22.2782874617737,31.13050715895594,197.4097859327217,3883.514032675888,2.0,['unknown'],"['fiction and juvenile belles lettres', 'english literature']","commonplace, and other short stories. | $c: by christina g. rossetti ...  commonplace, and other short stories",True
uc2.ark+=13960=t13n27x1s,Barker,Barker,,1870.0,1870.0,s,1870,    ,London;F. Warne;1870?,1870,,,,,,30131262.0,enk,7919620,1,1.0,1.0,,,Stories about --,,True,Stories about --,0.4916739451287592,0.977147709704244,Barker,unknown,6.516891891891892,6.222687636961286,24.1029900332226,198.7900575048841,208.82724252491693,2273.82397545281,1.9,['fiction'],['unknown'],stories about --  stories about --,True
uc2.ark+=13960=t29887t8f,"Kingsley, Henry","Kingsley, Henry",1830-1876.,1871.0,1871.0,s,1871,    ,"London;Bradbury, Evans, & Co.;1871.",1871,,,,,,13338763.0,enk,7689739,1,1.0,1.0,,,"Hetty, and other stories",,True,"Hetty, and other stories",0.1040534406804709,0.0680220880786308,Henry,m,20.300291545189506,34.43169087710053,40.1580459770115,44.99513641167922,365.0632183908046,4978.0477275729945,2.3,['fiction'],['unknown'],"hetty, and other stories  hetty, and other stories",True
uc2.ark+=13960=t72v2qj9x,"Yonge, Charlotte M","Yonge, Charlotte M. (Charlotte Mary)",1823-1901.,1872.0,1872.0,s,1872,    ,London;Macmillan;1872.,1872,,,,,,3111997.0,enk,7707178,1,1.0,1.0,,,A storehouse of stories,,True,A storehouse of stories,0.681456388386256,0.970887107713674,Charlotte,f,14.88477366255144,200.3365171298413,43.224489795918366,56.1006247396918,453.4959183673469,6312.943860891296,2.5,['fiction'],['unknown'],a storehouse of stories  a storehouse of stories,True
nyp.33433074878459,"English novelist. Lee, Mary","English novelist. Lee, Mary",,1872.0,1872.0,s,1872,    ,London;Griffith and Farran;1872.,1872,,,"James II, 1685-1688|English fiction|History",Great Britain,,37262083.0,enk,8668891,1,1.0,1.0,,,"The oak staircase; or, The stories of Lord and Lady Desmond. | A narrative of the times of James II. | $c: By M. and C. Lee ... With illustrations by T.H. Collins.",,True,"The oak staircase; or, The stories of Lord and Lady Desmond. A narrative of the times of James II",0.0558542307142185,0.1528992527448058,Mary,f,13.494949494949497,23.46209570451995,27.0,49.72347266881029,304.59485530546624,8273.39855874112,0.8,['fiction'],['unknown'],"the oak staircase; or, the stories of lord and lady desmond. | a narrative of the times of james ii. | $c: by m. and c. lee ... with illustrations by t.h. collins.  the oak staircase; or, the stories of lord and lady desmond. a narrative of the times of james ii",True
nyp.33433074877170,"Kingsley, Henry","Kingsley, Henry",1830-1876.,1872.0,1872.0,s,1872,    ,London;Tinsley Bros.;1872.,1872,,,English fiction|Discovery and exploration|Description and travel,Inverquiech (Scotland)|Australia,,37264278.0,enk,8669059,1,1.0,1.0,v. 1-2,1.0,Hornby Mills; | and other stories. | $c: By Henry Kingsley ...,,True,Hornby Mills; and other stories,0.8022527013970573,0.0072283764318818,Henry,m,11.5327868852459,15.404662725073903,22.39676113360324,12.88711501581734,238.7186234817813,2053.3115155141045,2.2,['fiction'],['unknown'],hornby mills; | and other stories. | $c: by henry kingsley ...  hornby mills; and other stories,True
uiuo.ark+=13960=t1pg28d2h,"Lee, Holme","Lee, Holme",1828-1900.,1872.0,1872.0,s,1872,    ,"London;Smith, Elder;1872.",1872,,,,,,20322846.0,enk,8719103,1,1.0,1.0,v.1,1.0,"Country stories, old and new",,True,"Country stories, old and new",0.0924030386513818,0.0337690033923295,Holme,unknown,8.990131578947368,10.470297351108032,28.11437908496732,36.73528343799394,224.2581699346405,2556.3026293306,2.2,['fiction'],['unknown'],"country stories, old and new  country stories, old and new",True
uc2.ark+=13960=t87h1hv80,"Wilberforce, Samuel","Wilberforce, Samuel",1805-1873.,1873.0,1873.0,s,1873,    ,"London;Seeley, Jackson, and Halliday;1873.",1873,,,Sunday school literature,,,221876403.0,enk,7676871,1,1.0,1.0,,,Agathos and other Sunday stories,,True,Agathos and other Sunday stories,0.0614687024070113,0.7538117529695163,Samuel,m,6.474226804123711,15.3008821341269,21.762626262626263,48.76688603203755,171.43939393939394,4379.882690541781,2.8,['fiction'],['unknown'],agathos and other sunday stories  agathos and other sunday stories,True
nyp.33433074876008,"Mac Kenna, Stephen J. (Stephen Joseph)","Mac Kenna, Stephen J. (Stephen Joseph)",1837-1883.,1873.0,1873.0,s,1873,    ,London;Virtue & Co.;1873.,1873,,,English fiction,,,37266406.0,enk,8669176,1,1.0,1.0,,,King's beeches; | stories of old chums. | $c: By Stephen J. Mackenna.,,True,King's beeches; stories of old chums,0.1706148304942127,0.2003719441666322,Stephen,m,8.692063492063491,14.448032249937013,26.50931677018633,39.12568959530882,274.8416149068323,5841.791684348597,1.6,['fiction'],['unknown'],king's beeches; | stories of old chums. | $c: by stephen j. mackenna.  king's beeches; stories of old chums,True
nyp.33433074929567,"baron, Brabourne, Edward Hugessen Knatchbull-Hugessen","baron, Brabourne, Edward Hugessen Knatchbull-Hugessen",1829-1893.,1874.0,1874.0,s,1874,    ,London;New York;Macmillan and co.;1874.,1874,4th ed.|The warlock of Coombe.--The witch of Ballaquoich.--The pig-faced queen.--Little Grub.--The barn elves.--The strange city.--The old bachelor married.,,,,,11127587.0,enk,1426667,2,2.0,2.0,,,Queer folk. | Seven stories | $c: by the Rt. Hon. E. H. Knatchbull-Hugessen ... Illustrated by S. E. Waller.,,True,Queer folk. Seven stories,0.1383337850684896,0.172876358284567,Edward,m,9.845730027548209,9.943142924360052,30.274869109947645,52.90612236506677,296.69633507853405,5976.897316411281,0.4,['unknown'],['fiction and juvenile belles lettres'],queer folk. | seven stories | $c: by the rt. hon. e. h. knatchbull-hugessen ... illustrated by s. e. waller.  queer folk. seven stories,True
